Chrom	Gene Name	Strand	Positions
chr9	FAM95B1	+	[40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040, 66022661, 66047084]
chr9	ZBTB34	+	[126885862]
chr9	ANGPTL2	-	[127088627, 127113642, 127115819, 127119045, 127121200]
chr9	CEP78	+	[78267074, 78271679, 78271882, 78278436]
chr9	RMRP	-	[35657751]
chr9	RLN1	-	[5334969]
chr9	PHPT1	+	[136851021]
chr9	UGCG	+	[111933314, 111933602, 111935368]
chr9	URM1	+	[128390733, 128392007]
chr9	ELAVL2	-	[23690104, 23691653, 23691978, 23768540, 23792859, 23813498, 23849913]
chr9	DIRAS2	-	[90609832, 90612045]
chr9	QSOX2	-	[136206408, 136206594, 136207554, 136207822, 136207995, 136216852, 136217511, 136218190, 136218740, 136222744, 136227185, 136227953, 136228448, 136229266, 136229806, 136230013, 136230371, 136241746, 136242038]
chr9	C9orf50	-	[129612225]
chr9	PUM3	-	[2804164, 2804332, 2807814, 2810420, 2811422, 2812349, 2825572, 2828120, 2834081, 2837193, 2838465, 2844049]
chr9	POLR1E	+	[37503220, 37503348, 37503528, 37503696]
chr9	GTF3C5	+	[133058502]
chr9	DENND4C	+	[19282476, 19295416, 19307316, 19318246, 19357694, 19364818, 19371386, 19371566, 19372651, 19372787, 19373503, 19373743, 19373996]
chr9	SPATA31A1	+	[39361958]
chr9	PTGDS	+	[136981741]
chr9	GABBR2	-	[98288082]
chr9	SPATA31A5	+	[60918581, 60920649, 61101883, 61194211, 61196279]
chr9	SPATA31A7	+	[60918581, 60920649, 61101883, 61194211, 61196279]
chr9	DNAI1	+	[34520983]
chr9	C9orf131	+	[35045982]
chr9	LOC497256	-	[87888898]
chr9	LINC00032	-	[27278307]
chr9	ENG	-	[127815012]
chr9	NAIF1	-	[128061233, 128063288]
chr9	JAK2	+	[5068115, 5127249, 5127582, 5128041, 5128182]
chr9	RASEF	-	[82979585]
chr9	NFIL3	-	[91409045]
chr9	CCL21	-	[34709005]
chr9	SNX30	+	[112874986]
chr9	TOPORS	-	[32540544, 32540851, 32541417, 32541936, 32542079, 32542351, 32542675, 32552364]
chr9	AGPAT2	-	[136673143]
chr9	STX17	+	[99949837, 99957737, 99961820, 99968523, 99969439, 99970340, 99972218]
chr9	UCK1	-	[131523798, 131528795]
chr9	FIBCD1	-	[130902440, 130923290, 130926125, 130928415, 130931452, 130931700, 130938017]
chr9	ABCA1	-	[104781002, 104861438]
chr9	SWI5	+	[128288988]
chr9	LHX3	-	[136196250]
chr9	CNTFR	-	[34551432]
chr9	HMCN2	+	[130419581, 130434122]
chr9	ANAPC2	-	[137174784]
chr9	TMEM8B	+	[35847073, 35847234, 35854359]
chr9	PSIP1	-	[15464066, 15464324, 15464770, 15465216, 15465952, 15468028, 15468751, 15470636, 15470755, 15471242, 15472706, 15474141, 15479592, 15491883]
chr9	CAMSAP1	-	[135808487, 135808598, 135809569, 135809676, 135810022, 135810423, 135811576, 135862428, 135894892, 135896242, 135896448]
chr9	LOC102723709	-	[62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040, 66022661, 66047084, 66109394, 66109926, 66159959, 66285223, 66289536, 66456745, 66459880, 66474014, 66490241, 66523830, 66524016, 66525055, 66555847, 66559713, 66921425, 66932140, 66988373, 67712178]
chr9	WDR34	-	[128633661]
chr9	WDR31	-	[113313222, 113315671]
chr9	IL11RA	+	[34660818, 34661813]
chr9	TTC39B	-	[15170908, 15171394, 15171564, 15171910, 15249042]
chr9	CACNA1B	+	[138124623]
chr9	ZBTB43	+	[126835466]
chr9	SMC5-AS1	-	[70217534, 70226969]
chr9	TOR2A	-	[127731524]
chr9	RECK	+	[36037931, 36054350, 36086039, 36086184, 36124348, 36124450]
chr9	CACFD1	+	[133470783]
chr9	TLE1	-	[81583683]
chr9	SDCCAG3	-	[136401922]
chr9	FAM206A	+	[108940956]
chr9	TLE4	+	[79725342, 79725491, 79726362, 79726742]
chr9	FKTN	+	[105636237, 105636917, 105640052, 105641117]
chr9	DCTN3	-	[34613546, 34613673, 34613774]
chr9	SLC25A25	+	[128079853, 128096477, 128098487, 128103487, 128108584, 128109167]
chr9	HINT2	-	[35812960, 35813064, 35813268]
chr9	TSC1	-	[132891348, 132893473, 132895886, 132896056, 132900123, 132902171, 132902381, 132908714, 132909807, 132910999, 132940735]
chr9	LINC01451	-	[136612028]
chr9	LOC642929	-	[66159959]
chr9	SLC25A51	-	[37879400, 37881958, 37882215, 37883498, 37885371, 37887468, 37887763, 37897299, 37900072]
chr9	UBAC1	-	[135933047, 135933562, 135933812, 135937911, 135955303, 135958467]
chr9	FAM74A6	+	[61101883, 61194211, 61196279]
chr9	FAM74A1	+	[39443815, 39807423, 39807695, 39808741, 39876500, 39876821, 40091719, 40266391, 40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279]
chr9	SLC25A25-AS1	-	[128111170]
chr9	NR4A3	+	[99866890]
chr9	GARNL3	+	[127367396, 127393538]
chr9	CUTALP	+	[120854372]
chr9	SETX	-	[132261356, 132261691]
chr9	CTNNAL1	-	[108942569]
chr9	AUH	-	[91213815, 91213960]
chr9	SPTLC1	-	[92079061]
chr9	RXRA	+	[134335320, 134353922, 134356626, 134371654, 134373463, 134375308, 134382379, 134398630, 134399111, 134399243, 134399466, 134400038, 134406338, 134439995, 134440384, 134440524]
chr9	SUGT1P1	-	[33503655]
chr9	C9orf84	-	[111686621]
chr9	BARX1	-	[93951627]
chr9	FRMPD1	+	[37746903]
chr9	NOL8	-	[92297358, 92297477, 92297614]
chr9	SLC27A4	+	[128342652, 128356085, 128357009, 128359044, 128359538, 128359744, 128361151, 128361469]
chr9	NOL6	-	[33461441, 33461626, 33462117, 33462222, 33471846]
chr9	RNF20	+	[101545909, 101546135, 101548670, 101551445, 101551921, 101552603, 101554054, 101563254]
chr9	AK8	-	[132725578, 132768965]
chr9	ZNF883	-	[112997206, 112998271, 112998378, 113006430, 113007058]
chr9	AK3	-	[4711155, 4711265, 4711519, 4711683, 4712062, 4712241, 4732020, 4732919, 4733076, 4738846, 4739274]
chr9	NAA35	+	[86022297]
chr9	DNAJB5-DT	-	[34985410]
chr9	AQP7P3	-	[40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040]
chr9	LOC340512	-	[106974969, 107011140, 107011392, 107011507, 107011652, 107012970, 107013633, 107102044]
chr9	ANKRD20A3	+	[40266391, 40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040, 66022661, 66047084, 66109394, 66109926, 66159959, 66285223, 66289536, 66456745, 66459880, 66474014, 66490241, 66523830, 66524016, 66525055, 66555847, 66559713, 66921425, 66932140, 66988373, 67712178, 67717475, 67779610, 67784927, 67793028, 67795380, 67902093]
chr9	CDK5RAP2	-	[120388875, 120389195]
chr9	SPATA31E1	+	[87888898]
chr9	CIZ1	-	[128166065, 128169174, 128182853, 128184571, 128199777, 128200811]
chr9	VAV2	-	[133761894, 133762217, 133762383, 133762693, 133762986, 133813493, 133936321]
chr9	PAEP	+	[135566775]
chr9	PSMD5	-	[120816053]
chr9	SH2D3C	-	[127738317]
chr9	EBLN3P	+	[37087456, 37087640, 37087746, 37087879, 37089325, 37089995, 37090240, 37090400]
chr9	TMEM250	-	[136114581, 136116672]
chr9	PGM5P2	-	[41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150]
chr9	KIAA2026	-	[5919008, 5919124, 5919315, 5919436, 5931672, 5934451, 5968225, 5988422]
chr9	LINC01509	-	[107420284, 107427240]
chr9	LINC00484	+	[91119138, 91165658, 91182716]
chr9	NFX1	+	[33309290, 33317363, 33317906, 33322142, 33324850, 33345085, 33348275, 33348428, 33348621, 33348722, 33349598, 33350239, 33356927, 33365534, 33370978, 33371081]
chr9	GFI1B	+	[132951555, 132991686]
chr9	MYORG	-	[34368916]
chr9	PMPCA	+	[136423760]
chr9	TUBBP5	+	[138177432]
chr9	GRIN3A	-	[101569352, 101591615, 101593923]
chr9	ACTL7B	-	[108854589]
chr9	KLF4	-	[107484852]
chr9	STX17-AS1	-	[99886322]
chr9	BRINP1	-	[119166629, 119166994, 119213621]
chr9	FRG1HP	+	[40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018]
chr9	HSD17B3	-	[96235306, 96249553]
chr9	KLF9	-	[70384597]
chr9	CBWD6	-	[41131309, 41131458, 41183535]
chr9	CBWD5	-	[41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040, 66022661, 66047084, 66109394, 66109926, 66159959, 66285223, 66289536, 66456745, 66459880, 66474014, 66490241, 66523830, 66524016, 66525055, 66555847, 66559713, 66921425, 66932140, 66988373, 67712178, 67717475, 67779610, 67784927, 67793028, 67795380, 67902093, 68247668]
chr9	CBWD3	+	[68247668, 68248588, 68249030, 68299642, 68299964]
chr9	TMEM215	+	[32787398]
chr9	CBWD1	-	[121038, 121159, 121409, 152906, 171953, 173037, 173218, 175698]
chr9	DKFZP434A062	-	[136322302]
chr9	LINC00092	-	[96019732]
chr9	CREB3	+	[35736540, 35736744, 35736866, 35737003]
chr9	DDX11L5	+	[14475]
chr9	LOC101929583	+	[40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040]
chr9	FXN	+	[69066564, 69072888, 69073104, 69073220, 69074209, 69079075]
chr9	FPGS	+	[127814061]
chr9	IL33	+	[6257982]
chr9	ST6GALNAC6	-	[127885321, 127904224]
chr9	CRB2	+	[123363246, 123364379, 123378752, 123379657, 123379758]
chr9	LOC403323	-	[62867989, 62868139]
chr9	CRAT	-	[129094794, 129107390]
chr9	CEL	+	[133071859]
chr9	DNLZ	-	[136361900]
chr9	BNC2	-	[16409503, 16413469, 16414991, 16415358, 16416480, 16418397, 16426388, 16468131, 16468461, 16499616, 16506611, 16507354, 16511213, 16511501, 16526627, 16540346, 16548488, 16579384, 16579791, 16634570, 16637200, 16678754, 16691608, 16695371, 16727428]
chr9	SURF2	+	[133361157]
chr9	BAAT	-	[101361504, 101361705]
chr9	OGN	-	[92383967, 92389641]
chr9	C9orf153	-	[86220265]
chr9	C9orf41-AS1	+	[74981020]
chr9	ZNF462	+	[106863172, 106863672, 106864346, 106864806, 106868028, 106868321, 106874052, 106875669, 106877822, 106885503, 106887198, 106887309, 106891673, 106901838, 106902991, 106903257, 106903362, 106903596, 106906108, 106974969, 107011140, 107011392, 107011507, 107011652, 107012970, 107013633]
chr9	CDC37L1-DT	-	[4676600, 4678819, 4679078]
chr9	C5-OT1	-	[120952335]
chr9	SLC1A1	+	[4587468]
chr9	GRHPR	+	[37426861, 37427736, 37428538, 37428684, 37432716, 37436905]
chr9	OLFM1	+	[135076486, 135077390, 135098106]
chr9	MAN1B1	+	[137109182]
chr9	REXO4	-	[133406062, 133406776]
chr9	ALAD	-	[113386317]
chr9	TLN1	-	[35697337, 35720870, 35721666, 35722142, 35723166, 35724840]
chr9	LINC01410	+	[62804047, 62813485]
chr9	USP20	+	[129880619, 129881827]
chr9	CCDC183-AS1	-	[136807740]
chr9	MAPKAP1	-	[125437394, 125437500, 125438469, 125438685, 125473158, 125521468, 125521672, 125524179, 125559114, 125578405, 125580760, 125582315, 125582480, 125606932, 125609462, 125610840, 125611793, 125616113, 125650108, 125652478, 125663966, 125670409, 125670685, 125699794]
chr9	ASB6	-	[129635598, 129636892]
chr9	GSN-AS1	-	[121280768]
chr9	GNG10	+	[111670228]
chr9	LOC107984035	+	[41379412, 41393285, 41401463]
chr9	CTSV	-	[97029677, 97030103, 97032655]
chr9	RNF208	-	[137220247]
chr9	DMAC1	-	[7796490, 7796593, 7798359, 7798478, 7798579, 7799530]
chr9	SPIN1	+	[88478693]
chr9	CDKN2B	-	[22002903, 22004374, 22004570, 22004832, 22006834]
chr9	TYRP1	+	[12700100]
chr9	CDKN2A	-	[21968066, 21968213, 21970936, 21971639, 21971808, 21973976, 21981710, 21987371, 21988165, 21988485, 21989340]
chr9	NRARP	-	[137300482]
chr9	LCNL1	+	[136985757]
chr9	PTAR1	-	[69709522, 69715093, 69731958, 69757123]
chr9	STRBP	-	[123121741, 123124709, 123125039, 123125220, 123125491, 123136149, 123151233, 123184262, 123187097, 123251296, 123252115, 123264832]
chr9	UBE2R2	+	[33818451, 33830989, 33873121, 33897107, 33908377, 33915069, 33917398, 33917622, 33917820, 33917985, 33918130, 33920098, 33920305]
chr9	FAM69B	+	[136724036]
chr9	ARRDC1	+	[137615337]
chr9	FAM120AOS	-	[93446494]
chr9	TESK1	+	[35609982]
chr9	CENPP	+	[92383967, 92389641, 92414245, 92414861, 92456205, 92495312, 92516712, 92613346, 92614556]
chr9	TMEM246-AS1	+	[101473171, 101475326, 101481501]
chr9	LINC01251	-	[33732975]
chr9	SLC2A8	+	[127407664]
chr9	PPP3R2	-	[101591615, 101593923]
chr9	RFX3	-	[3218297, 3218458, 3220190, 3222380, 3223161, 3225013, 3247037, 3247506, 3323961, 3344732]
chr9	LOC105376194	+	[104277825]
chr9	MRPL41	+	[137552554]
chr9	LOC101929563	-	[23500691]
chr9	DMRT1	+	[969089]
chr9	DMRT2	+	[1055871, 1057551]
chr9	WDR5	+	[134159967]
chr9	VLDLR	+	[2654484]
chr9	CAVIN4	+	[100586608]
chr9	ALG2	-	[99216425, 99217358]
chr9	SPTAN1	+	[128553336, 128633661]
chr9	ARRDC1-AS1	-	[137615337]
chr9	WHRN	-	[114402080, 114405939, 114411747, 114412078, 114415543, 114415765, 114416513, 114432100, 114432259, 114432427, 114432618, 114478325, 114487259]
chr9	GAS2L1P2	-	[97075671]
chr9	EXOSC3	-	[37779714, 37780455, 37780561, 37782039]
chr9	VPS13A-AS1	-	[77176760]
chr9	FAM189A2	+	[69392453]
chr9	GLE1	+	[128539876, 128542287]
chr9	ADAMTSL2	+	[133575518]
chr9	DDX58	-	[32455705]
chr9	ADAMTSL1	+	[18574526, 18681482, 18684956, 18723916, 18796761, 18890789, 18910294]
chr9	INSL4	+	[5233966]
chr9	INSL6	-	[5163863]
chr9	LCN15	-	[136759636]
chr9	TTC16	+	[127731524]
chr9	CYSRT1	+	[137226304]
chr9	LCN10	-	[136738167]
chr9	FOCAD	+	[20659341, 20688541, 20834355, 20875527, 20875777, 20939066, 20991711, 20995872]
chr9	FAM129B	-	[127505339]
chr9	SLC46A2	-	[112878920, 112879216, 112881670, 112885766]
chr9	GXYLT1P3	+	[40508192, 40791755, 40993335, 40995715, 40998365, 41001405, 41002137, 41002385, 41007080, 41007289, 41011693, 41014018, 41015366, 41033974, 41038150, 41076273, 41100984, 41126430, 41131309, 41131458, 41183535, 41213458, 41233134, 41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040, 66022661]
chr9	CFAP157	+	[127713948]
chr9	PALM2	+	[109880099]
chr9	SLC24A2	-	[19507452]
chr9	NUDT2	+	[34333583, 34343618]
chr9	C9orf43	+	[113429601]
chr9	ZNF189	+	[101410659]
chr9	C9orf47	+	[88996138]
chr9	ASTN2	-	[116425318, 116437221, 116586040, 116586323, 116610999, 116611844, 116640391, 116700664, 116701133, 116701257, 116703647, 116706854, 116812387, 116817901, 116818382, 116818806, 116996430, 116997131, 116997303, 117009086, 117031845, 117055793, 117073179, 117073372, 117073518, 117073753, 117074706, 117098478, 117164406, 117180729, 117240679, 117268509, 117360025, 117360250, 117360477, 117373124, 117373319, 117383549, 117407605, 117408633]
chr9	SHB	-	[37915968, 37919148, 37919255, 37919689, 37928044, 37950364, 37955731, 37994876, 38063867, 38064156]
chr9	SET	+	[128695528, 128696386]
chr9	LOC101927450	-	[79135422]
chr9	RFK	-	[76385517]
chr9	LOC286297	-	[63819102, 63858537, 64412117, 64413141, 65287633, 65597771, 65653380, 65679226, 65681694, 65681903, 65682548, 65733573, 65733916, 65734040]
chr9	HSD17B3-AS1	+	[96249553]
chr9	LINC00950	+	[35862330]
chr9	HACD4	-	[21006691, 21015137]
chr9	RGP1	+	[35752992]
chr9	FAM78A	-	[131260765]
chr9	SARDH	-	[133718322]
chr9	GAS1	-	[86944362]
chr9	MIR4477A	+	[41379412, 41393285, 41401463, 41649366, 41694357, 41740411, 41892870, 41893158, 41938060, 41948584, 41952159, 41952447, 41993023, 42021525, 42021835, 42246000, 42731509, 43856211, 44239615, 44408225, 44793894, 44872657, 44989044, 44991373, 44999461, 45079465, 45462456, 45725839, 45728174, 45734901, 45814204, 46118634, 46200510, 46209696, 46306088, 46385676, 46685215, 46685515, 46686692, 47169286, 60918581, 60920649, 61101883, 61194211, 61196279, 61448482, 61553418, 61586050, 61664802, 61863318, 62374216, 62375329, 62387171, 62522017, 62533677, 62800924, 62804047, 62813485, 62818197, 62822533, 62834431, 62837139, 62867989, 62868139, 62898723, 62898903, 62899769, 63111255, 63819102]
